,age,workclass,eduacation,education_numeric,mariatal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,census_income
20802,"(69.143, 79.571]",Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,<=50K
20803,"(37.857, 48.286]",Unemployed,Masters,14,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,60,United-States,>50K
20804,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
20805,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
20806,"(48.286, 58.714]",Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
20807,"(48.286, 58.714]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20808,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
20809,"(16.927, 27.429]",Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
20810,"(37.857, 48.286]",Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
20811,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,10520,0,64,United-States,>50K
20812,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,42,United-States,<=50K
20813,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
20814,"(48.286, 58.714]",Federal-gov,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
20815,"(37.857, 48.286]",Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20816,"(37.857, 48.286]",Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
20817,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20818,"(48.286, 58.714]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20819,"(27.429, 37.857]",Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,45,United-States,>50K
20820,"(27.429, 37.857]",Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,57,United-States,>50K
20821,"(37.857, 48.286]",Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,38,United-States,<=50K
20822,"(48.286, 58.714]",Self-emp-inc,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,75,United-States,<=50K
20823,"(27.429, 37.857]",Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
20824,"(16.927, 27.429]",Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,33,United-States,<=50K
20825,"(16.927, 27.429]",Unemployed,Bachelors,13,Never-married,Unemployed,Unmarried,Asian-Pac-Islander,Male,0,0,25,Philippines,<=50K
20826,"(79.571, 90.0]",Unemployed,Bachelors,13,Widowed,Unemployed,Not-in-family,White,Male,0,0,5,United-States,<=50K
20827,"(37.857, 48.286]",Private,11th,7,Never-married,Machine-op-inspct,Unmarried,Black,Female,6849,0,40,United-States,<=50K
20828,"(48.286, 58.714]",Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20829,"(58.714, 69.143]",Unemployed,Assoc-voc,11,Married-civ-spouse,Unemployed,Wife,White,Female,0,0,56,United-States,>50K
20830,"(27.429, 37.857]",Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K
20831,"(27.429, 37.857]",Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,<=50K
20832,"(48.286, 58.714]",Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
20833,"(16.927, 27.429]",State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20834,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
20835,"(37.857, 48.286]",Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
20836,"(37.857, 48.286]",Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,4787,0,40,United-States,>50K
20837,"(48.286, 58.714]",Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20838,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,24,United-States,<=50K
20839,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
20840,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
20841,"(48.286, 58.714]",Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
20842,"(48.286, 58.714]",Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,Germany,<=50K
20843,"(48.286, 58.714]",Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,>50K
20844,"(48.286, 58.714]",Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20845,"(27.429, 37.857]",Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
20846,"(27.429, 37.857]",Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,72,United-States,<=50K
20847,"(27.429, 37.857]",Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
20848,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
20849,"(69.143, 79.571]",Private,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
20850,"(37.857, 48.286]",Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,40,United-States,>50K
20851,"(16.927, 27.429]",Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
20852,"(16.927, 27.429]",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2885,0,40,United-States,<=50K
20853,"(48.286, 58.714]",Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
20854,"(48.286, 58.714]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
20855,"(16.927, 27.429]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,<=50K
20856,"(16.927, 27.429]",Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
20857,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
20858,"(48.286, 58.714]",Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
20859,"(37.857, 48.286]",Private,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,24,Haiti,<=50K
20860,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
20861,"(48.286, 58.714]",Self-emp-not-inc,HS-grad,9,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
20862,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
20863,"(37.857, 48.286]",Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
20864,"(37.857, 48.286]",State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,>50K
20865,"(58.714, 69.143]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
20866,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
20867,"(16.927, 27.429]",Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20868,"(58.714, 69.143]",Unemployed,Bachelors,13,Divorced,Unemployed,Not-in-family,White,Female,0,0,24,United-States,<=50K
20869,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
20870,"(37.857, 48.286]",Local-gov,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,1340,40,United-States,<=50K
20871,"(58.714, 69.143]",Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,41,United-States,<=50K
20872,"(37.857, 48.286]",Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,<=50K
20873,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20874,"(27.429, 37.857]",Private,Some-college,10,Divorced,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
20875,"(37.857, 48.286]",Private,HS-grad,9,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
20876,"(37.857, 48.286]",Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
20877,"(37.857, 48.286]",Unemployed,10th,6,Married-civ-spouse,Unemployed,Wife,Black,Female,0,0,35,United-States,<=50K
20878,"(58.714, 69.143]",Self-emp-not-inc,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,90,United-States,<=50K
20879,"(48.286, 58.714]",Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1977,40,United-States,>50K
20880,"(69.143, 79.571]",Unemployed,7th-8th,4,Married-civ-spouse,Unemployed,Husband,White,Male,1409,0,35,United-States,<=50K
20881,"(37.857, 48.286]",Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
20882,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
20883,"(16.927, 27.429]",Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
20884,"(37.857, 48.286]",Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,>50K
20885,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
20886,"(16.927, 27.429]",Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
20887,"(16.927, 27.429]",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Iran,<=50K
20888,"(27.429, 37.857]",Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
20889,"(48.286, 58.714]",Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,2547,40,United-States,>50K
20890,"(27.429, 37.857]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States,>50K
20891,"(58.714, 69.143]",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,34,United-States,<=50K
20892,"(37.857, 48.286]",Private,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
20893,"(37.857, 48.286]",Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
20894,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
20895,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,<=50K
20896,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20897,"(27.429, 37.857]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20898,"(16.927, 27.429]",Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
20899,"(16.927, 27.429]",Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,<=50K
20900,"(27.429, 37.857]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K
20901,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K
20902,"(27.429, 37.857]",Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,2042,10,United-States,<=50K
20903,"(16.927, 27.429]",Private,12th,8,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
20904,"(16.927, 27.429]",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3781,0,50,United-States,<=50K
20905,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
20906,"(58.714, 69.143]",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
20907,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,55,United-States,<=50K
20908,"(48.286, 58.714]",Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20909,"(69.143, 79.571]",Self-emp-not-inc,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,1944,1,United-States,<=50K
20910,"(37.857, 48.286]",Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20911,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20912,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20913,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20914,"(16.927, 27.429]",Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Guatemala,<=50K
20915,"(58.714, 69.143]",Unemployed,9th,5,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,40,United-States,<=50K
20916,"(16.927, 27.429]",Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
20917,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20918,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20919,"(16.927, 27.429]",Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
20920,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
20921,"(16.927, 27.429]",Local-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,45,United-States,<=50K
20922,"(27.429, 37.857]",Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,<=50K
20923,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,>50K
20924,"(27.429, 37.857]",Private,Prof-school,15,Widowed,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
20925,"(16.927, 27.429]",Private,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
20926,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
20927,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
20928,"(48.286, 58.714]",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,Canada,>50K
20929,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
20930,"(16.927, 27.429]",Unemployed,10th,6,Never-married,Unemployed,Own-child,Black,Male,0,0,30,United-States,<=50K
20931,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
20932,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
20933,"(58.714, 69.143]",Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942,0,40,United-States,<=50K
20934,"(27.429, 37.857]",Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,Jamaica,<=50K
20935,"(16.927, 27.429]",Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
20936,"(37.857, 48.286]",Local-gov,Bachelors,13,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,10,Japan,<=50K
20937,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
20938,"(16.927, 27.429]",Unemployed,Some-college,10,Never-married,Unemployed,Own-child,White,Female,0,0,40,United-States,<=50K
20939,"(16.927, 27.429]",Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,24,United-States,<=50K
20940,"(16.927, 27.429]",Private,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
20941,"(16.927, 27.429]",Unemployed,Some-college,10,Never-married,Unemployed,Own-child,White,Female,0,0,20,United-States,<=50K
20942,"(37.857, 48.286]",Private,Some-college,10,Separated,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
20943,"(27.429, 37.857]",Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
20944,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
20945,"(16.927, 27.429]",Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
20946,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,>50K
20947,"(27.429, 37.857]",Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20948,"(48.286, 58.714]",Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K
20949,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K
20950,"(37.857, 48.286]",Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
20951,"(48.286, 58.714]",State-gov,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,39,United-States,<=50K
20952,"(16.927, 27.429]",State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
20953,"(79.571, 90.0]",Unemployed,HS-grad,9,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,8,Canada,<=50K
20954,"(16.927, 27.429]",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
20955,"(37.857, 48.286]",Private,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,36,United-States,<=50K
20956,"(27.429, 37.857]",Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
20957,"(16.927, 27.429]",Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
20958,"(48.286, 58.714]",Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
20959,"(37.857, 48.286]",Private,HS-grad,9,Separated,Transport-moving,Unmarried,White,Female,0,0,44,United-States,<=50K
20960,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
20961,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
20962,"(16.927, 27.429]",Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
20963,"(16.927, 27.429]",Unemployed,HS-grad,9,Married-civ-spouse,Unemployed,Wife,White,Female,0,0,25,United-States,<=50K
20964,"(48.286, 58.714]",Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20965,"(16.927, 27.429]",Self-emp-not-inc,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
20966,"(37.857, 48.286]",Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K
20967,"(16.927, 27.429]",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
20968,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
20969,"(27.429, 37.857]",Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,2258,50,United-States,<=50K
20970,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
20971,"(16.927, 27.429]",Private,11th,7,Separated,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
20972,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
20973,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States,<=50K
20974,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
20975,"(58.714, 69.143]",State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,32,United-States,<=50K
20976,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
20977,"(27.429, 37.857]",Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
20978,"(37.857, 48.286]",Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K
20979,"(27.429, 37.857]",Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,4865,0,40,United-States,<=50K
20980,"(27.429, 37.857]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
20981,"(37.857, 48.286]",Local-gov,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
20982,"(48.286, 58.714]",Local-gov,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,4865,0,30,United-States,<=50K
20983,"(27.429, 37.857]",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,United-States,<=50K
20984,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
20985,"(16.927, 27.429]",Private,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,50,Mexico,<=50K
20986,"(27.429, 37.857]",Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
20987,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,45,United-States,>50K
20988,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
20989,"(16.927, 27.429]",Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,30,Nicaragua,<=50K
20990,"(58.714, 69.143]",Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
20991,"(37.857, 48.286]",Private,11th,7,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,36,United-States,<=50K
20992,"(48.286, 58.714]",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
20993,"(27.429, 37.857]",Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
20994,"(58.714, 69.143]",Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20995,"(16.927, 27.429]",Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1504,40,United-States,<=50K
20996,"(27.429, 37.857]",Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,4386,0,45,United-States,>50K
20997,"(27.429, 37.857]",Local-gov,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,70,United-States,<=50K
20998,"(37.857, 48.286]",Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
20999,"(58.714, 69.143]",Private,10th,6,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
21000,"(37.857, 48.286]",Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
21001,"(16.927, 27.429]",Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,<=50K
21002,"(37.857, 48.286]",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,<=50K
21003,"(27.429, 37.857]",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
21004,"(37.857, 48.286]",Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,5013,0,40,United-States,<=50K
21005,"(48.286, 58.714]",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
21006,"(27.429, 37.857]",Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
21007,"(58.714, 69.143]",Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K
21008,"(16.927, 27.429]",Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
21009,"(27.429, 37.857]",Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
